2025-12-29T13:00:04,910 INFO  [main] base.PageBase - Webpage opened Successfully
2025-12-29T13:00:07,423 INFO  [main] base.PageBase - Element By.xpath: //button[@alt='Continue shopping']does not exists 
2025-12-29T13:00:07,514 INFO  [main] base.PageBase - Waited till element By.id: nav-link-accountList-nav-line-1 to be visible
2025-12-29T13:00:08,814 INFO  [main] base.PageBase - Clicked Element by Text Customer Service
2025-12-29T13:00:08,873 INFO  [main] base.PageBase - Waited till element By.xpath: //h1[contains(text(),'What can we help you')] to be visible
2025-12-29T13:00:08,903 INFO  [main] base.PageBase - Element By.xpath: //h1[contains(text(),'What can we help you')] is Displayed Correctly
2025-12-29T13:00:08,903 INFO  [main] hooks.Hooks - Ending Scenario Verify that clicking Customer Service will open Customer Service page | Status: PASSED
2025-12-29T13:00:09,442 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking Electronics will open Electronics page
2025-12-29T13:00:15,732 INFO  [main] base.PageBase - Webpage opened Successfully
2025-12-29T13:00:18,403 INFO  [main] base.PageBase - Element By.xpath: //button[@alt='Continue shopping']does not exists 
2025-12-29T13:00:18,524 INFO  [main] base.PageBase - Waited till element By.id: nav-link-accountList-nav-line-1 to be visible
2025-12-29T13:00:21,179 INFO  [main] base.PageBase - Clicked Element by Exact Text Electronics
2025-12-29T13:00:21,274 INFO  [main] base.PageBase - Waited till element By.xpath: //span/h2[contains(text(),'Electronics')] to be visible
2025-12-29T13:00:21,332 INFO  [main] base.PageBase - Element By.xpath: //span/h2[contains(text(),'Electronics')] is Displayed Correctly
2025-12-29T13:00:21,332 INFO  [main] hooks.Hooks - Ending Scenario Verify that clicking Electronics will open Electronics page | Status: PASSED
2025-12-29T13:00:21,829 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking Home & Kitchen will open Home & Kitchen page
2025-12-29T13:00:27,488 INFO  [main] base.PageBase - Webpage opened Successfully
2025-12-29T13:00:30,502 INFO  [main] base.PageBase - Element By.xpath: //button[@alt='Continue shopping']does not exists 
2025-12-29T13:00:30,683 INFO  [main] base.PageBase - Waited till element By.id: nav-link-accountList-nav-line-1 to be visible
2025-12-29T13:00:33,976 INFO  [main] base.PageBase - Clicked Element by Exact Text Home & Kitchen
2025-12-29T13:00:34,021 INFO  [main] base.PageBase - Waited till element By.cssSelector: #a-page > div.a-container > div:nth-child(1) > div > div > div > div > h1 to be visible
2025-12-29T13:00:34,047 INFO  [main] base.PageBase - Element By.cssSelector: #a-page > div.a-container > div:nth-child(1) > div > div > div > div > h1 is Displayed Correctly
2025-12-29T13:00:34,047 INFO  [main] hooks.Hooks - Ending Scenario Verify that clicking Home & Kitchen will open Home & Kitchen page | Status: PASSED
2025-12-29T13:00:34,502 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking Fashion open Fashion page
2025-12-29T13:00:40,771 INFO  [main] base.PageBase - Webpage opened Successfully
2025-12-29T13:00:40,787 INFO  [main] base.PageBase - Element By.xpath: //button[@alt='Continue shopping']does not exists 
2025-12-29T13:00:43,708 INFO  [main] base.PageBase - Waited till element By.id: nav-link-accountList-nav-line-1 to be visible
2025-12-29T13:00:55,638 INFO  [main] base.PageBase - Clicked Element by Exact Text Fashion
2025-12-29T13:00:55,679 INFO  [main] base.PageBase - Waited till element By.xpath: //img[@alt='Amazon Fashion'] to be visible
2025-12-29T13:00:55,713 INFO  [main] base.PageBase - Element By.xpath: //img[@alt='Amazon Fashion'] is Displayed Correctly
2025-12-29T13:00:55,713 INFO  [main] hooks.Hooks - Ending Scenario Verify that clicking Fashion open Fashion page | Status: PASSED
2025-12-29T13:00:56,230 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking Mini TV Banner open Mini TV Page
2025-12-29T13:01:02,594 INFO  [main] base.PageBase - Webpage opened Successfully
2025-12-29T13:01:05,390 INFO  [main] base.PageBase - Element By.xpath: //button[@alt='Continue shopping']does not exists 
2025-12-29T13:01:05,585 INFO  [main] base.PageBase - Waited till element By.id: nav-link-accountList-nav-line-1 to be visible
2025-12-29T13:01:07,020 INFO  [main] base.PageBase - Clicked Element by Text Amazon Pay
